다량영양소,열량
다량영양소,탄수화물
다량영양소,지방
다량영양소,단백질
다량영양소,식이섬유
다량영양소,수분
수용성비타민,비타민C
수용성비타민,비타민B1
수용성비타민,비타민B2
수용성비타민,나이아신
수용성비타민,엽산
수용성비타민,비타민B12
지용성비타민,비타민A
지용성비타민,비타민E
다량무기질,칼슘
다량무기질,인
다량무기질,나트륨
다량무기질,칼륨
다량무기질,마그네슘
미량무기질,철
미량무기질,아연
미량무기질,구리
미량무기질,망간
미량무기질,셀레늄
